EA_ID,Rtn_Type,Site_Name,Parameter,Unit,CAS,Site_Name,Mon_Point,Smpl_By,Mon_Date,Value,Smpl_Ref,Comments
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,Enitial,30-01-2015T11:57:00,12.15,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,Derived,30-01-2015T11:57:00,26.52,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,Enitial,30-01-2015T11:52:00,40.55,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,Enitial,30-01-2015T11:52:00,9.4,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,Enitial,30-01-2015T11:52:00,39.16,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,Enitial,30-01-2015T11:52:00,27.6,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,Derived,30-01-2015T11:52:00,11.56,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Enitial,30-01-2015T11:22:00,15.57,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Enitial,30-01-2015T11:22:00,9.7,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Enitial,30-01-2015T11:22:00,38.82,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Enitial,30-01-2015T11:22:00,8.67,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,Derived,30-01-2015T11:22:00,30.15,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Enitial,30-01-2015T11:16:00,45.15,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Enitial,30-01-2015T11:16:00,10.1,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Enitial,30-01-2015T11:16:00,41.95,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Enitial,30-01-2015T11:16:00,30.14,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,Derived,30-01-2015T11:16:00,11.81,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Enitial,30-01-2015T10:29:00,26.04,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Enitial,30-01-2015T10:29:00,0.0001,,Equipment failure
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Enitial,30-01-2015T10:29:00,22.49,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Enitial,30-01-2015T10:29:00,12.45,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG015WM,Derived,30-01-2015T10:29:00,10.04,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Enitial,30-01-2015T10:26:00,12.54,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Enitial,30-01-2015T10:26:00,0.0001,,Insufficient liquid to obtain sample
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Enitial,30-01-2015T10:26:00,22.88,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Enitial,30-01-2015T10:26:00,11.71,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG007WM,Derived,30-01-2015T10:26:00,11.17,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Enitial,30-01-2015T10:10:00,9.36,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Enitial,30-01-2015T10:10:00,10.6,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Enitial,30-01-2015T10:10:00,33.03,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Enitial,30-01-2015T10:10:00,5.47,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,Derived,30-01-2015T10:10:00,27.56,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Enitial,30-01-2015T10:06:00,31.15,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Enitial,30-01-2015T10:06:00,10.2,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Enitial,30-01-2015T10:06:00,33.14,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Enitial,30-01-2015T10:06:00,21.58,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,Derived,30-01-2015T10:06:00,11.56,,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,0.0002,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,0.0002,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,0.0002,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,0.0002,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,0.0002,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,ESG,30-01-2015T00:00:00,0.02,EX1564875,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG003WM,ESG,30-01-2015T00:00:00,0.07,EX1564876,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,ESG,30-01-2015T00:00:00,0.2,EX1564877,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,ESG,30-01-2015T00:00:00,0.04,EX1564878,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,ESG,30-01-2015T00:00:00,0.07,EX1564879,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,ESG,30-01-2015T00:00:00,0.06,EX1564881,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,0.04,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,0.15,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,0.08,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,0.18,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,0.02,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,<2.0,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,6.9,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,<2.0,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,<2.0,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,<2.0,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,4,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,6,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,9,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,9,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,4,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,ESG,30-01-2015T00:00:00,0.3,EX1564875,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG003WM,ESG,30-01-2015T00:00:00,<0.1,EX1564876,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,ESG,30-01-2015T00:00:00,0.2,EX1564877,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,ESG,30-01-2015T00:00:00,0.1,EX1564878,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,ESG,30-01-2015T00:00:00,0.5,EX1564879,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,ESG,30-01-2015T00:00:00,<0.1,EX1564881,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,ESG,30-01-2015T00:00:00,42,EX1564875,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG003WM,ESG,30-01-2015T00:00:00,45,EX1564876,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,ESG,30-01-2015T00:00:00,76,EX1564877,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,ESG,30-01-2015T00:00:00,58,EX1564878,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,ESG,30-01-2015T00:00:00,20,EX1564879,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,ESG,30-01-2015T00:00:00,24,EX1564881,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,22,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,30,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,41,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,21,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,29,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,43,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,9,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,<5,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,15,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,<5,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,ESG,30-01-2015T00:00:00,373,EX1564875,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG003WM,ESG,30-01-2015T00:00:00,840,EX1564876,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,ESG,30-01-2015T00:00:00,886,EX1564877,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,ESG,30-01-2015T00:00:00,289,EX1564878,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,ESG,30-01-2015T00:00:00,275,EX1564879,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,ESG,30-01-2015T00:00:00,592,EX1564881,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,133,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,837,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,257,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,187,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,135,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,<5,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,<5,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,<5,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,<5,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,<5,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,<1,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,3,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,6,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,9,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,<1,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,ESG,30-01-2015T00:00:00,<0.02,EX1564875,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG003WM,ESG,30-01-2015T00:00:00,<0.04,EX1564876,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,ESG,30-01-2015T00:00:00,<0.02,EX1564877,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,ESG,30-01-2015T00:00:00,<0.04,EX1564878,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,ESG,30-01-2015T00:00:00,<0.10,EX1564879,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG008WM,ESG,30-01-2015T00:00:00,<0.04,EX1564881,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,<0.04,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,<0.04,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,<0.10,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,<0.04,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,<0.10,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,3,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,5,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,5,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,4,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,3,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,0.027,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,0.02,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,0.035,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,0.005,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,0.022,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,13,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,15,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,24,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,10,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,17,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG010WM,ESG,30-01-2015T00:00:00,<0.020,EX1564882,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG011WM,ESG,30-01-2015T00:00:00,<0.020,EX1564883,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG012WM,ESG,30-01-2015T00:00:00,<0.020,EX1564884,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG013WM,ESG,30-01-2015T00:00:00,<0.020,EX1564885,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG016WM,ESG,30-01-2015T00:00:00,<0.020,EX1564888,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG002WM,ESG,30-01-2015T00:00:00,6.4,EX1564875,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG003WM,ESG,30-01-2015T00:00:00,7.6,EX1564876,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG004WM,ESG,30-01-2015T00:00:00,4.4,EX1564877,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG005WM,ESG,30-01-2015T00:00:00,6.3,EX1564878,
BK9377IZ,EPR/IED Groundwater quality/level return,Rainham Landfill,"1,1,1,2-Tetrafluoroethane",%,,Trigon Hill,TG006WM,ESG,30-01-2015T00:00:00,4.3,EX1564879,
