EA_ID,Rtn_Type,Mon_Point,Mon_Date,Parameter,Value,Unit
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,acrylates (as butyl arcylate),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,acrylates (as glycidyl methacrylate),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Acrylic acid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Actinium-228,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Activated Carbon,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Adipic acid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Adiponitrile,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Age (Christensen&Larsen),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Air Temperature,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alachlor,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aldicarb,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aldrin,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Algae Blue/Green,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Algae Diatoms,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Algae Green,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Algae others,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Algal count,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Aliphatics and aromatics C12-C35, total",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics & Aromatics C5-35 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics <C10-C12,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C10-C12,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Aliphatics C10-C35, total",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C12-C16 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C12-C35 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C16-C21 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C21-C35 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C5-C12,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C5-C6,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C6-C8,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aliphatics C8-C10,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alkalinity as CaCO3,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alkalinity as HCO3,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Alkalinity, Hydroxide",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alkalinity Total,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alkalinity (Total),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alkalinity Total as CaCO3,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Allomaleic acid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Allyl alcohol,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alpha analysis,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,alpha-Methyl Styrene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Alumina hydrate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminium,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminium alkyl compounds,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminium oxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminium oxides,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminium phosphide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Aluminium salts, soluble",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminium trisulphate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminum oxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aluminum phosphide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Americium 241,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Americium-241,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Americium + Curium,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ametryn,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Amines,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammonia,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammoniacal nitrogen,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammoniacal nitrogen as N,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammoniacal Nitrogen as NH4,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammonium chloride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammonium fluoride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammonium hydrogen sulphite,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammonium hydroxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammonium oxalate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Ammonium sulphamidate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Amosite,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Amylamine,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,ANC at pH4,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,ANC at pH6,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,ANC at pH7,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Anemometer,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aniline hydrochloride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Anions total,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Anthanthrene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Anthracene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Anthraquinone,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Antimonous chloride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Antimony,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Antimony-124,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Antimony 125,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Antimony-125,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Antimony trioxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,AOX,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,APC Residues,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Appearance,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Argon 41,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1016,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1221,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1232,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1242,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1248,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1254,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1255,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1256,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1258,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1259,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1260,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor 1261,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arochlor (unspecified),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1210,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1216,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1231,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1240,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1250,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1252,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1262,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aroclor 1268,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Aromatics C10-C36, total",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics > EC10-EC12,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics >EC12-EC16 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics >EC16-EC21 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics >EC16-EC35,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics >EC21-EC35 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics >EC5-EC7,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics >EC7-EC8,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics >EC8-EC10,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Aromatics, total",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aromatics Total > EC12-EC35 (aq),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arsenic,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Arsenic and its compounds, expressed as arsenic (total As)",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arsenic pentoxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arsenic trioxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Arsine,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Asbestos,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Asphalt, Petroleum Fumes",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Atmospheric Pressure,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Atraton,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Atrazine,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Auramine,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azacyclotrideca-2-one-1-(3-aminopropyl),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azacyclotrideca-2-one-1-(3-aminpropyl),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azamethiphos,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azinphos-ethyl,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azinphos-methyl,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Aziridine,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azobenzene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azodicarbonamide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Azoxystrobin,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Balance,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Balance 100-CH4-CO2-,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium-133,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium chlorate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium chloride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium chloride dihydrate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium oxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium peroxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Barium sulphate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benazolin,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benomyl,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bentazon,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bentonite,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzaldehyde,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"benzemethanol,alpha,alpha-dimethyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzenacetic acid, .alpha.-methyl-4-(2-methylprop",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1,2,3-trimethyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1,3,5-tribomo-2-methoxy-  (misspelling, ie should be bromo)",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1,3,5-tribromo-2-methoxy-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1,3,5-triethyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1,3-bis(1-methylethyl)-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1,3-diethyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, (1-butylheptyl)-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, (1-butyloctyl)-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1-ethyl-2-methyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1-ethyl-3-methyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1-fluoro-2-methoxy-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, (1-pentylheptyl)-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, (1-pentyloctyl)-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 1-propenyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, (1-propylnonyl)-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzene, 2-propenyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzeneacetic acid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzenebutanoic acid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzeneethanol,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzenemethanol,alpha,alpha-dimethyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzenepropanioc acid, alpha-methyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzenesulfonamide, N-butyl-4-methyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzenesulfonamide, N-ethyl-2-methyl- (TIC)",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzenesulfonamide, N-ethyl-4-methyl- (TIC)",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzenesulfonamide, N-ethyl-4methyl- (TIC)",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzenethiol,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzethonium chloride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzidine,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo(a)anthracene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo[a]pyrene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo[b]fluoranthene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo(bjk)fluoranthene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo(bk)fluoranthene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"benzo(b)naph(2,1-d)thiophene",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"benzo(b)naphtho(2,1-d)thiophene",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo(c)phenanthrene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo(e)pyrene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzo(g,h,i)fluoranthene",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo(ghi)perylene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzo[ghi]perylene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzoic Acid, 2,4,6-trimethyl (TIC)",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzoic acid, 2,4-dimethyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzoic acid, 3,5-dimethyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzoic Acid, 4-methyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Benzoic acid, p-tert-butyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzoin,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzonitrile,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzothiazole,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzothiazolone,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzotriazole,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzyl alcohol,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzyl benzoate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzyl butyl phthalate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Benzyl chloride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Beryllium,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Beryllium-7,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Beta,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Beta Phellandrene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bezenamine-4-octyl-N-(4-octylphenyl)-,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Bezenesulfamide, N-butyl-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bicarbonate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bicarbonate Alkalinity (CaCO3),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Bicyclo(2.2.1)Hepta-2-one,1,7,7-Trimethy",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Bicyclo(2.2.1)Heptan-2-one,1,7,7-Trimethyl",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bifenox,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Biocides,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Biomass,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Biphenyl,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"bis (1,4-Isocyanatophenyl) methane",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,bis (1-oxododecyl) peroxide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bis (2-chloroethoxy) methane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bis(2-chloroethoxy)methane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bis(2-chloroethyl) ether,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,bis (2-chloroisopropyl) ether,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bis(chloromethyl) ether,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bismuth-212,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bismuth-214,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bisphenol A,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Boiling point Range,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bolstar,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Booster Pressure,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Booster Suction,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Boracic acid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Base AOD,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Base Below Ref Point,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Base Top of Silt MBRP,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Ground Level MAOD(but not ref point),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Leachate Depth Above Basal Liner,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Liquid Level AOD,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Liquid Level Below Ref Point,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Liquid Level MBRP After Sampling,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Reference Point Above Site Datum,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Reference Point AOD,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Standing Depth of Liquid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole top of silt,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Borehole Top Of Silt (mAOD),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bornan-2-one,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Boron,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Boron tribromide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Boron trichloride,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Boscalid,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bottom Ash,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromacil,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Brominated diphenyl ethers - penta-, octa- and deca- BDE",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromine,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromobenzene,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromochloromethane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromodichloromethane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromoethane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromomethane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromophenylmethane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromophenylphenyl ether,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromophos,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromoxynil,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromoxynil octanoate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bromuconazole,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,BTEX - sum of detected,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bulk Density,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Bulk Dry Density,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butan-1-ol,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butan-2-ol,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butan-2-one (Methyl ethyl ketone),100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butane,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Butane, 1,3-dichloro-",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butanes,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,"Butanoic acid, 2-methyl-[SVOCSW]",100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butenes,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butyl acetate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butyl acrylate,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butylbenzenesulphonamide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butyl Benzenesulphonamide,100,ug
BJ7786IV,Air point source emissions,Monitor point 3,07/08/2015,Butyl citrate,100,ug
